problem_type,x,y,question,solution
gcd,608,585,What is the GCD of 608 and 585?,1
multiplication,355,737,What is 355 times 737 mod 1000?,635
division,853,508,What is 853 // 508?,1
gcd,931,531,What is the GCD of 931 and 531?,1
bitwise_or,91,545,What is 91 OR 545?,635
bitwise_or,182,369,What is 182 OR 369?,503
modulo,597,531,What is 597 mod 531?,66
gcd,803,774,What is the GCD of 803 and 774?,1
division,813,467,What is 813 // 467?,1
multiplication,834,537,What is 834 times 537 mod 1000?,858
bitwise_or,471,203,What is 471 OR 203?,479
multiplication,134,362,What is 134 times 362 mod 1000?,508
square_mod,515,241,What is 515^2 mod 241?,125
bitwise_or,366,523,What is 366 OR 523?,879
bitwise_and,872,315,What is 872 AND 315?,296
gcd,460,537,What is the GCD of 460 and 537?,1
bitwise_or,297,351,What is 297 OR 351?,383
square_mod,333,191,What is 333^2 mod 191?,109
gcd,809,652,What is the GCD of 809 and 652?,1
square_mod,711,158,What is 711^2 mod 158?,79
square_mod,977,98,What is 977^2 mod 98?,9
bitwise_and,787,613,What is 787 AND 613?,513
gcd,230,82,What is the GCD of 230 and 82?,2
bitwise_xor,125,859,What is 125 XOR 859?,806
addition,737,165,What is 737 plus 165?,902
bitwise_and,115,163,What is 115 AND 163?,35
modulo,849,426,What is 849 mod 426?,423
square_mod,803,118,What is 803^2 mod 118?,57
bitwise_xor,623,816,What is 623 XOR 816?,351
addition,956,167,What is 956 plus 167?,1123
bitwise_or,538,581,What is 538 OR 581?,607
bitwise_and,207,402,What is 207 AND 402?,130
division,894,205,What is 894 // 205?,4
square_mod,713,601,What is 713^2 mod 601?,524
lcm,902,428,What is the LCM of 902 and 428 mod 1000?,28
multiplication,789,861,What is 789 times 861 mod 1000?,329
lcm,683,593,What is the LCM of 683 and 593 mod 1000?,19
bitwise_or,856,717,What is 856 OR 717?,989
lcm,705,901,What is the LCM of 705 and 901 mod 1000?,205
addition,556,831,What is 556 plus 831?,1387
bitwise_or,668,531,What is 668 OR 531?,671
division,239,134,What is 239 // 134?,1
gcd,33,759,What is the GCD of 33 and 759?,33
gcd,487,666,What is the GCD of 487 and 666?,1
modulo,511,137,What is 511 mod 137?,100
square_mod,782,96,What is 782^2 mod 96?,4
bitwise_or,609,697,What is 609 OR 697?,761
multiplication,378,788,What is 378 times 788 mod 1000?,864
division,814,665,What is 814 // 665?,1
modulo,863,518,What is 863 mod 518?,345
modulo,908,851,What is 908 mod 851?,57
gcd,422,526,What is the GCD of 422 and 526?,2
bitwise_xor,436,289,What is 436 XOR 289?,149
addition,920,804,What is 920 plus 804?,1724
lcm,152,577,What is the LCM of 152 and 577 mod 1000?,704
multiplication,8,38,What is 8 times 38 mod 1000?,304
bitwise_and,55,409,What is 55 AND 409?,17
square_mod,323,28,What is 323^2 mod 28?,1
multiplication,838,601,What is 838 times 601 mod 1000?,638
lcm,275,416,What is the LCM of 275 and 416 mod 1000?,400
square_mod,795,250,What is 795^2 mod 250?,25
bitwise_and,125,678,What is 125 AND 678?,36
bitwise_xor,156,973,What is 156 XOR 973?,849
bitwise_and,894,19,What is 894 AND 19?,18
bitwise_or,602,197,What is 602 OR 197?,735
addition,97,311,What is 97 plus 311?,408
addition,679,935,What is 679 plus 935?,1614
multiplication,226,995,What is 226 times 995 mod 1000?,870
multiplication,131,591,What is 131 times 591 mod 1000?,421
lcm,509,911,What is the LCM of 509 and 911 mod 1000?,699
addition,27,158,What is 27 plus 158?,185
bitwise_and,104,48,What is 104 AND 48?,32
gcd,165,534,What is the GCD of 165 and 534?,3
bitwise_or,370,177,What is 370 OR 177?,499
addition,929,458,What is 929 plus 458?,1387
gcd,250,722,What is the GCD of 250 and 722?,2
addition,999,551,What is 999 plus 551?,1550
modulo,485,119,What is 485 mod 119?,9
lcm,776,680,What is the LCM of 776 and 680 mod 1000?,960
gcd,488,262,What is the GCD of 488 and 262?,2
multiplication,983,941,What is 983 times 941 mod 1000?,3
bitwise_and,848,535,What is 848 AND 535?,528
bitwise_and,517,981,What is 517 AND 981?,517
division,706,76,What is 706 // 76?,9
modulo,164,158,What is 164 mod 158?,6
bitwise_or,219,381,What is 219 OR 381?,511
bitwise_and,756,815,What is 756 AND 815?,548
multiplication,391,952,What is 391 times 952 mod 1000?,232
multiplication,408,946,What is 408 times 946 mod 1000?,968
bitwise_or,245,940,What is 245 OR 940?,1021
division,138,62,What is 138 // 62?,2
addition,603,314,What is 603 plus 314?,917
bitwise_or,697,245,What is 697 OR 245?,765
bitwise_or,880,965,What is 880 OR 965?,1013
bitwise_xor,828,107,What is 828 XOR 107?,855
bitwise_and,250,349,What is 250 AND 349?,88
bitwise_xor,238,373,What is 238 XOR 373?,411
bitwise_or,741,70,What is 741 OR 70?,743
square_mod,431,214,What is 431^2 mod 214?,9
lcm,342,730,What is the LCM of 342 and 730 mod 1000?,830
lcm,387,234,What is the LCM of 387 and 234 mod 1000?,62
addition,995,307,What is 995 plus 307?,1302
multiplication,372,788,What is 372 times 788 mod 1000?,136
multiplication,253,107,What is 253 times 107 mod 1000?,71
bitwise_xor,155,42,What is 155 XOR 42?,177
bitwise_and,174,936,What is 174 AND 936?,168
lcm,358,539,What is the LCM of 358 and 539 mod 1000?,962
bitwise_xor,322,960,What is 322 XOR 960?,642
bitwise_and,906,447,What is 906 AND 447?,394
bitwise_and,286,256,What is 286 AND 256?,256
addition,946,697,What is 946 plus 697?,1643
bitwise_or,915,742,What is 915 OR 742?,1015
multiplication,819,745,What is 819 times 745 mod 1000?,155
modulo,737,95,What is 737 mod 95?,72
division,686,621,What is 686 // 621?,1
multiplication,766,259,What is 766 times 259 mod 1000?,394
bitwise_and,112,783,What is 112 AND 783?,0
addition,38,603,What is 38 plus 603?,641
modulo,856,825,What is 856 mod 825?,31
bitwise_xor,270,885,What is 270 XOR 885?,635
lcm,643,177,What is the LCM of 643 and 177 mod 1000?,811
gcd,697,288,What is the GCD of 697 and 288?,1
lcm,641,236,What is the LCM of 641 and 236 mod 1000?,276
bitwise_and,847,987,What is 847 AND 987?,843
gcd,133,903,What is the GCD of 133 and 903?,7
gcd,417,116,What is the GCD of 417 and 116?,1
bitwise_and,66,601,What is 66 AND 601?,64
bitwise_and,509,650,What is 509 AND 650?,136
bitwise_or,118,864,What is 118 OR 864?,886
lcm,826,61,What is the LCM of 826 and 61 mod 1000?,386
gcd,364,303,What is the GCD of 364 and 303?,1
bitwise_and,460,978,What is 460 AND 978?,448
lcm,209,784,What is the LCM of 209 and 784 mod 1000?,856
division,714,304,What is 714 // 304?,2
addition,992,205,What is 992 plus 205?,1197
multiplication,896,305,What is 896 times 305 mod 1000?,280
multiplication,110,953,What is 110 times 953 mod 1000?,830
square_mod,596,484,What is 596^2 mod 484?,444
bitwise_or,364,192,What is 364 OR 192?,492
modulo,941,922,What is 941 mod 922?,19
bitwise_and,757,818,What is 757 AND 818?,560
square_mod,796,702,What is 796^2 mod 702?,412
bitwise_or,89,121,What is 89 OR 121?,121
square_mod,993,453,What is 993^2 mod 453?,321
bitwise_xor,796,369,What is 796 XOR 369?,621
lcm,51,221,What is the LCM of 51 and 221 mod 1000?,663
addition,232,57,What is 232 plus 57?,289
bitwise_xor,137,21,What is 137 XOR 21?,156
bitwise_and,455,790,What is 455 AND 790?,262
division,572,52,What is 572 // 52?,11
bitwise_xor,763,748,What is 763 XOR 748?,23
division,505,352,What is 505 // 352?,1
bitwise_or,144,25,What is 144 OR 25?,153
bitwise_and,913,271,What is 913 AND 271?,257
square_mod,776,100,What is 776^2 mod 100?,76
bitwise_or,283,968,What is 283 OR 968?,987
bitwise_xor,665,609,What is 665 XOR 609?,248
gcd,696,272,What is the GCD of 696 and 272?,8
bitwise_and,850,699,What is 850 AND 699?,530
multiplication,523,572,What is 523 times 572 mod 1000?,156
division,425,53,What is 425 // 53?,8
bitwise_or,341,511,What is 341 OR 511?,511
bitwise_xor,221,576,What is 221 XOR 576?,669
multiplication,385,522,What is 385 times 522 mod 1000?,970
bitwise_and,493,856,What is 493 AND 856?,328
square_mod,456,218,What is 456^2 mod 218?,182
bitwise_xor,78,397,What is 78 XOR 397?,451
square_mod,336,334,What is 336^2 mod 334?,4
square_mod,468,216,What is 468^2 mod 216?,0
modulo,348,313,What is 348 mod 313?,35
lcm,794,482,What is the LCM of 794 and 482 mod 1000?,354
bitwise_or,108,709,What is 108 OR 709?,749
bitwise_or,19,814,What is 19 OR 814?,831
division,602,424,What is 602 // 424?,1
lcm,656,443,What is the LCM of 656 and 443 mod 1000?,608
lcm,555,128,What is the LCM of 555 and 128 mod 1000?,40
bitwise_xor,196,146,What is 196 XOR 146?,86
square_mod,281,108,What is 281^2 mod 108?,13
bitwise_or,396,656,What is 396 OR 656?,924
lcm,314,362,What is the LCM of 314 and 362 mod 1000?,834
gcd,888,598,What is the GCD of 888 and 598?,2
gcd,526,906,What is the GCD of 526 and 906?,2
bitwise_xor,285,671,What is 285 XOR 671?,898
gcd,809,34,What is the GCD of 809 and 34?,1
division,577,547,What is 577 // 547?,1
bitwise_or,750,69,What is 750 OR 69?,751
bitwise_and,339,96,What is 339 AND 96?,64
square_mod,997,761,What is 997^2 mod 761?,143
lcm,144,268,What is the LCM of 144 and 268 mod 1000?,648
bitwise_and,489,684,What is 489 AND 684?,168
gcd,148,926,What is the GCD of 148 and 926?,2
gcd,174,21,What is the GCD of 174 and 21?,3
lcm,409,315,What is the LCM of 409 and 315 mod 1000?,835
division,477,219,What is 477 // 219?,2
square_mod,499,381,What is 499^2 mod 381?,208
bitwise_or,823,314,What is 823 OR 314?,831
bitwise_or,757,115,What is 757 OR 115?,759
lcm,406,759,What is the LCM of 406 and 759 mod 1000?,154
multiplication,127,503,What is 127 times 503 mod 1000?,881
division,356,129,What is 356 // 129?,2
lcm,385,728,What is the LCM of 385 and 728 mod 1000?,40
modulo,383,228,What is 383 mod 228?,155
division,613,230,What is 613 // 230?,2
addition,932,136,What is 932 plus 136?,1068
bitwise_or,511,173,What is 511 OR 173?,511
modulo,725,589,What is 725 mod 589?,136
lcm,869,54,What is the LCM of 869 and 54 mod 1000?,926
multiplication,540,914,What is 540 times 914 mod 1000?,560
bitwise_or,341,70,What is 341 OR 70?,343
bitwise_or,377,635,What is 377 OR 635?,891
addition,170,952,What is 170 plus 952?,1122
bitwise_or,916,565,What is 916 OR 565?,949
bitwise_xor,175,64,What is 175 XOR 64?,239
bitwise_xor,385,126,What is 385 XOR 126?,511
lcm,6,343,What is the LCM of 6 and 343 mod 1000?,58
bitwise_and,420,521,What is 420 AND 521?,0
division,906,637,What is 906 // 637?,1
lcm,927,829,What is the LCM of 927 and 829 mod 1000?,483
bitwise_and,492,745,What is 492 AND 745?,232
square_mod,831,365,What is 831^2 mod 365?,346
bitwise_and,687,320,What is 687 AND 320?,0
bitwise_or,678,517,What is 678 OR 517?,679
square_mod,678,597,What is 678^2 mod 597?,591
gcd,78,577,What is the GCD of 78 and 577?,1
bitwise_and,748,350,What is 748 AND 350?,76
bitwise_and,70,359,What is 70 AND 359?,70
bitwise_or,136,169,What is 136 OR 169?,169
division,811,767,What is 811 // 767?,1
addition,728,29,What is 728 plus 29?,757
addition,79,880,What is 79 plus 880?,959
bitwise_xor,561,726,What is 561 XOR 726?,231
gcd,89,38,What is the GCD of 89 and 38?,1
bitwise_xor,338,52,What is 338 XOR 52?,358
modulo,780,330,What is 780 mod 330?,120
bitwise_xor,677,293,What is 677 XOR 293?,896
square_mod,390,72,What is 390^2 mod 72?,36
addition,84,868,What is 84 plus 868?,952
gcd,368,607,What is the GCD of 368 and 607?,1
bitwise_xor,143,681,What is 143 XOR 681?,550
lcm,383,844,What is the LCM of 383 and 844 mod 1000?,252
multiplication,547,940,What is 547 times 940 mod 1000?,180
modulo,806,598,What is 806 mod 598?,208
modulo,892,842,What is 892 mod 842?,50
gcd,241,484,What is the GCD of 241 and 484?,1
modulo,861,774,What is 861 mod 774?,87
modulo,260,151,What is 260 mod 151?,109
lcm,857,491,What is the LCM of 857 and 491 mod 1000?,787
gcd,714,862,What is the GCD of 714 and 862?,2
square_mod,683,273,What is 683^2 mod 273?,205
bitwise_and,915,115,What is 915 AND 115?,19
bitwise_or,425,85,What is 425 OR 85?,509
bitwise_and,114,504,What is 114 AND 504?,112
lcm,969,225,What is the LCM of 969 and 225 mod 1000?,675
bitwise_xor,571,116,What is 571 XOR 116?,591
multiplication,133,331,What is 133 times 331 mod 1000?,23
modulo,766,303,What is 766 mod 303?,160
addition,933,129,What is 933 plus 129?,1062
bitwise_and,576,55,What is 576 AND 55?,0
lcm,141,95,What is the LCM of 141 and 95 mod 1000?,395
square_mod,412,332,What is 412^2 mod 332?,92
division,632,29,What is 632 // 29?,21
lcm,414,399,What is the LCM of 414 and 399 mod 1000?,62
square_mod,804,322,What is 804^2 mod 322?,162
bitwise_xor,909,131,What is 909 XOR 131?,782
multiplication,738,81,What is 738 times 81 mod 1000?,778
bitwise_or,399,217,What is 399 OR 217?,479
bitwise_or,241,564,What is 241 OR 564?,757
bitwise_and,118,886,What is 118 AND 886?,118
multiplication,499,827,What is 499 times 827 mod 1000?,673
division,845,42,What is 845 // 42?,20
division,991,968,What is 991 // 968?,1
square_mod,314,215,What is 314^2 mod 215?,126
gcd,378,566,What is the GCD of 378 and 566?,2
division,660,7,What is 660 // 7?,94
gcd,36,731,What is the GCD of 36 and 731?,1
bitwise_or,73,679,What is 73 OR 679?,751
bitwise_or,624,4,What is 624 OR 4?,628
bitwise_xor,649,642,What is 649 XOR 642?,11
bitwise_and,646,645,What is 646 AND 645?,644
division,621,319,What is 621 // 319?,1
square_mod,321,85,What is 321^2 mod 85?,21
bitwise_xor,335,217,What is 335 XOR 217?,406
bitwise_xor,657,719,What is 657 XOR 719?,94
division,931,821,What is 931 // 821?,1
bitwise_or,360,47,What is 360 OR 47?,367
square_mod,625,444,What is 625^2 mod 444?,349
multiplication,801,961,What is 801 times 961 mod 1000?,761
bitwise_xor,386,1,What is 386 XOR 1?,387
gcd,567,453,What is the GCD of 567 and 453?,3
addition,938,701,What is 938 plus 701?,1639
square_mod,833,309,What is 833^2 mod 309?,184
bitwise_or,77,175,What is 77 OR 175?,239
multiplication,198,512,What is 198 times 512 mod 1000?,376
lcm,282,43,What is the LCM of 282 and 43 mod 1000?,126
addition,359,959,What is 359 plus 959?,1318
addition,233,82,What is 233 plus 82?,315
square_mod,780,143,What is 780^2 mod 143?,78
bitwise_or,503,184,What is 503 OR 184?,511
addition,779,436,What is 779 plus 436?,1215
addition,135,344,What is 135 plus 344?,479
multiplication,248,1,What is 248 times 1 mod 1000?,248
square_mod,488,464,What is 488^2 mod 464?,112
gcd,897,103,What is the GCD of 897 and 103?,1
bitwise_and,990,646,What is 990 AND 646?,646
lcm,575,584,What is the LCM of 575 and 584 mod 1000?,800
modulo,26,3,What is 26 mod 3?,2
multiplication,55,477,What is 55 times 477 mod 1000?,235
bitwise_xor,211,366,What is 211 XOR 366?,445
addition,17,122,What is 17 plus 122?,139
bitwise_xor,602,522,What is 602 XOR 522?,80
multiplication,43,888,What is 43 times 888 mod 1000?,184
modulo,566,254,What is 566 mod 254?,58
gcd,769,73,What is the GCD of 769 and 73?,1
division,285,5,What is 285 // 5?,57
multiplication,740,427,What is 740 times 427 mod 1000?,980
division,632,468,What is 632 // 468?,1
bitwise_and,877,143,What is 877 AND 143?,13
bitwise_xor,805,740,What is 805 XOR 740?,449
modulo,98,25,What is 98 mod 25?,23
bitwise_xor,36,340,What is 36 XOR 340?,368
addition,958,466,What is 958 plus 466?,1424
square_mod,908,696,What is 908^2 mod 696?,400
addition,790,138,What is 790 plus 138?,928
modulo,119,41,What is 119 mod 41?,37
bitwise_and,865,830,What is 865 AND 830?,800
division,895,241,What is 895 // 241?,3
gcd,118,742,What is the GCD of 118 and 742?,2
modulo,997,830,What is 997 mod 830?,167
multiplication,470,507,What is 470 times 507 mod 1000?,290
lcm,225,889,What is the LCM of 225 and 889 mod 1000?,25
multiplication,958,525,What is 958 times 525 mod 1000?,950
bitwise_and,249,203,What is 249 AND 203?,201
square_mod,456,237,What is 456^2 mod 237?,87
gcd,244,457,What is the GCD of 244 and 457?,1
bitwise_or,149,316,What is 149 OR 316?,445
bitwise_or,257,322,What is 257 OR 322?,323
square_mod,864,794,What is 864^2 mod 794?,136
multiplication,17,544,What is 17 times 544 mod 1000?,248
multiplication,81,407,What is 81 times 407 mod 1000?,967
division,742,404,What is 742 // 404?,1
bitwise_xor,62,16,What is 62 XOR 16?,46
addition,42,549,What is 42 plus 549?,591
bitwise_or,445,933,What is 445 OR 933?,957
modulo,547,119,What is 547 mod 119?,71
division,858,241,What is 858 // 241?,3
division,731,69,What is 731 // 69?,10
modulo,800,61,What is 800 mod 61?,7
modulo,745,669,What is 745 mod 669?,76
bitwise_xor,868,326,What is 868 XOR 326?,546
multiplication,729,436,What is 729 times 436 mod 1000?,844
modulo,726,389,What is 726 mod 389?,337
division,623,287,What is 623 // 287?,2
addition,669,563,What is 669 plus 563?,1232
square_mod,251,77,What is 251^2 mod 77?,15
division,672,311,What is 672 // 311?,2
lcm,409,91,What is the LCM of 409 and 91 mod 1000?,219
modulo,931,498,What is 931 mod 498?,433
lcm,704,556,What is the LCM of 704 and 556 mod 1000?,856
bitwise_xor,380,92,What is 380 XOR 92?,288
lcm,6,487,What is the LCM of 6 and 487 mod 1000?,922
modulo,529,292,What is 529 mod 292?,237
bitwise_and,811,655,What is 811 AND 655?,523
square_mod,677,638,What is 677^2 mod 638?,245
gcd,710,947,What is the GCD of 710 and 947?,1
square_mod,742,564,What is 742^2 mod 564?,100
division,476,115,What is 476 // 115?,4
modulo,831,152,What is 831 mod 152?,71
division,661,23,What is 661 // 23?,28
bitwise_and,902,540,What is 902 AND 540?,516
bitwise_or,443,88,What is 443 OR 88?,507
bitwise_or,561,409,What is 561 OR 409?,953
division,288,202,What is 288 // 202?,1
gcd,129,151,What is the GCD of 129 and 151?,1
gcd,239,124,What is the GCD of 239 and 124?,1
bitwise_or,205,544,What is 205 OR 544?,749
bitwise_and,256,685,What is 256 AND 685?,0
square_mod,774,285,What is 774^2 mod 285?,6
bitwise_xor,125,77,What is 125 XOR 77?,48
bitwise_xor,741,113,What is 741 XOR 113?,660
addition,316,483,What is 316 plus 483?,799
bitwise_and,160,710,What is 160 AND 710?,128
addition,336,509,What is 336 plus 509?,845
multiplication,390,995,What is 390 times 995 mod 1000?,50
modulo,941,236,What is 941 mod 236?,233
bitwise_and,463,843,What is 463 AND 843?,331
modulo,590,22,What is 590 mod 22?,18
bitwise_xor,824,890,What is 824 XOR 890?,66
square_mod,967,11,What is 967^2 mod 11?,1
lcm,279,575,What is the LCM of 279 and 575 mod 1000?,425
multiplication,17,468,What is 17 times 468 mod 1000?,956
multiplication,620,726,What is 620 times 726 mod 1000?,120
addition,671,100,What is 671 plus 100?,771
bitwise_or,520,8,What is 520 OR 8?,520
modulo,146,3,What is 146 mod 3?,2
multiplication,41,469,What is 41 times 469 mod 1000?,229
bitwise_or,448,153,What is 448 OR 153?,473
bitwise_and,911,739,What is 911 AND 739?,643
addition,242,329,What is 242 plus 329?,571
division,333,68,What is 333 // 68?,4
square_mod,448,398,What is 448^2 mod 398?,112
square_mod,593,81,What is 593^2 mod 81?,28
square_mod,839,73,What is 839^2 mod 73?,55
gcd,878,928,What is the GCD of 878 and 928?,2
bitwise_xor,543,470,What is 543 XOR 470?,969
bitwise_xor,669,552,What is 669 XOR 552?,181
